Image_Path,Labels
./data/posts/akanksharedhu_166654_3002424307143500809_-1_13\2022-12-27_10-28-10_UTC_7.jpg,"['Food', 'Tableware', 'Ingredient', 'Recipe', 'Baked goods', 'Cuisine', 'Dish', 'Cake', 'Produce', 'Plate']"
./data/posts/akanksharedhu_166654_3002424307143500809_-1_13\2022-12-27_10-28-10_UTC_8.jpg,"['Photograph', 'Tableware', 'Human', 'Lighting', 'Yellow', 'Drinkware', 'Tie', 'Plate', 'Table', 'Beard']"
./data/posts/akanksharedhu_166654_3002424307143500809_-1_13\2022-12-27_10-28-10_UTC_9.jpg,"['Plant', 'Sky', 'Leg', 'Tree', 'Eyewear', 'Comfort', 'Outdoor furniture', 'Leisure', 'Wood', 'Tints and shades']"
./data/posts/akanksharedhu_166654_3005514870186828297_-1_15\2022-12-31_16-48-34_UTC_1.jpg,"['Smile', 'Bottle', 'Gesture', 'Drink', 'Happy', 'Alcoholic beverage', 'Drinkware', 'Cool', 'Cap', 'Leisure']"
./data/posts/akanksharedhu_166654_3005514870186828297_-1_15\2022-12-31_16-48-34_UTC_2.jpg,"['Lip', 'Chin', 'Outerwear', 'Shoulder', 'Eyebrow', 'Mouth', 'Eyelash', 'Vision care', 'Eyewear', 'Jaw']"
./data/posts/akanksharedhu_166654_3005514870186828297_-1_15\2022-12-31_16-48-34_UTC_3.jpg,"['Flash photography', 'Gesture', 'Eyelash', 'Happy', 'Thigh', 'Undergarment', 'Shorts', 'Chest', 'Knee', 'Abdomen']"
./data/posts/akanksharedhu_166654_3005514870186828297_-1_15\2022-12-31_16-48-34_UTC_4.jpg,"['Sleeve', 'Wood', 'Door', 'Denim', 'Bag', 'Luggage and bags', 'Fashion design', 'Electric blue', 'Eyewear', 'Metal']"
./data/posts/akanksharedhu_166654_3005514870186828297_-1_15\2022-12-31_16-48-34_UTC_5.jpg,"['Glasses', 'Sky', 'Vision care', 'Goggles', 'Sunglasses', 'Eyewear', 'Leaf', 'Plant', 'Tree', 'Outdoor recreation']"
./data/posts/akanksharedhu_166654_3005514870186828297_-1_15\2022-12-31_16-48-34_UTC_6.jpg,"['Plant', 'Sky', 'People in nature', 'Botany', 'Leaf', 'Tree', 'Grass', 'Leisure', 'Happy', 'Natural landscape']"
./data/posts/akanksharedhu_166654_3006774447044259315_-1_23\2023-01-02_10-31-07_UTC_1.jpg,"['Food', 'Tableware', 'Ingredient', 'Dishware', 'Plate', 'Recipe', 'Fines herbes', 'Staple food', 'Cuisine', 'Leaf vegetable']"
./data/posts/akanksharedhu_166654_3006774447044259315_-1_23\2023-01-02_10-31-07_UTC_2.jpg,"['White', 'Dishware', 'Sleeve', 'Tableware', 'Kitchen utensil', 'Font', 'Serveware', 'T-shirt', 'Drinkware', 'Linens']"
./data/posts/akanksharedhu_166654_3006774447044259315_-1_23\2023-01-02_10-31-07_UTC_3.jpg,"['Food', 'Tableware', 'Plant', 'Ingredient', 'Recipe', 'Salad', 'Leaf vegetable', 'Fines herbes', 'Plate', 'Dishware']"
./data/posts/akanksharedhu_166654_3006774447044259315_-1_23\2023-01-02_10-31-07_UTC_4.jpg,"['Smile', 'Product', 'Organ', 'Human', 'Table', 'Publication', 'Leisure', 'Customer', 'Fun', 'Recreation']"
./data/posts/akanksharedhu_166654_3006774447044259315_-1_23\2023-01-02_10-31-07_UTC_5.jpg,"['Food', 'Recipe', 'Ingredient', 'Cuisine', 'Dishware', 'Dish', 'Comfort food', 'Finger food', 'Wood', 'Dessert']"
./data/posts/akanksharedhu_166654_3006774447044259315_-1_23\2023-01-02_10-31-07_UTC_6.jpg,"['Food', 'Ingredient', 'Recipe', 'Cuisine', 'Fast food', 'Tableware', 'Dish', 'Cooking', 'Produce', 'Meat']"
./data/posts/akanksharedhu_166654_3006774447044259315_-1_23\2023-01-02_10-31-07_UTC_7.jpg,"['Smile', 'Organ', 'Beard', 'Happy', 'Shelf', 'Blazer', 'Event', 'Facial hair', 'Moustache', 'Necklace']"
./data/posts/akanksharedhu_166654_3006774447044259315_-1_23\2023-01-02_10-31-07_UTC_8.jpg,"['Food', 'Tableware', 'Ingredient', 'Recipe', 'Ice cream bar', 'Cuisine', 'Dish', 'Dishware', 'Gelato', 'Ice cream']"
./data/posts/akanksharedhu_166654_3007614632984305830_-1_19\2023-01-03_14-20-25_UTC_1.jpg,"['Footwear', 'Shoe', 'Shoulder', 'Leg', 'Neck', 'Sleeve', 'Waist', 'Eyewear', 'Denim', 'Collar']"
./data/posts/akanksharedhu_166654_3007614632984305830_-1_19\2023-01-03_14-20-25_UTC_2.jpg,"['Joint', 'Hairstyle', 'Shoulder', 'Neck', 'Dress shirt', 'Sleeve', 'Waist', 'Eyelash', 'Eyewear', 'Fashion design']"
./data/posts/akanksharedhu_166654_3007614632984305830_-1_19\2023-01-03_14-20-25_UTC_3.jpg,"['Shoe', 'Sleeve', 'Textile', 'Standing', 'Waist', 'Bag', 'Luggage and bags', 'Knee', 'Eyewear', 'Thigh']"
./data/posts/akanksharedhu_166654_3007614632984305830_-1_19\2023-01-03_14-20-25_UTC_4.jpg,"['Shoe', 'Dress shirt', 'Sleeve', 'Eyewear', 'Waist', 'Collar', 'Sunglasses', 'Fashion design', 'Blazer', 'Happy']"
./data/posts/akanksharedhu_166654_3007614632984305830_-1_19\2023-01-03_14-20-25_UTC_5.jpg,"['Textile', 'Sleeve', 'Waist', 'Standing', 'Eyewear', 'Cap', 'Blazer', 'Denim', 'Luggage and bags', 'Knee']"
./data/posts/akanksharedhu_166654_3007614632984305830_-1_19\2023-01-03_14-20-25_UTC_6.jpg,"['Shoulder', 'Textile', 'Sleeve', 'Waist', 'Knee', 'Denim', 'Fashion design', 'Thigh', 'Eyewear', 'Blazer']"
./data/posts/akanksharedhu_166654_3007614632984305830_-1_19\2023-01-03_14-20-25_UTC_7.jpg,"['Joint', 'Skin', 'Lip', 'Smile', 'Shoulder', 'Arm', 'Eyebrow', 'Eyelash', 'Neck', 'Flash photography']"
./data/posts/akanksharedhu_166654_3011967490575674005_-1_59\2023-01-09_14-28-46_UTC_1.jpg,"['Skin', 'Lip', 'Chin', 'Hand', 'Eyebrow', 'Mouth', 'Eyelash', 'Sky', 'Neck', 'Jaw']"
./data/posts/akanksharedhu_166654_3011967490575674005_-1_59\2023-01-09_14-28-46_UTC_2.jpg,"['Skin', 'Mouth', 'Neck', 'Happy', 'Sky', 'Chest', 'Summer', 'Black hair', 'Trunk', 'Tree']"
./data/posts/akanksharedhu_166654_3013400335471048824_-1_19\2023-01-11_13-55-34_UTC_1.jpg,"['Sky', 'Tree', 'Waist', 'People in nature', 'Arecales', 'Travel', 'Leisure', 'Summer', 'Fun', 'Landscape']"
./data/posts/akanksharedhu_166654_3013400335471048824_-1_19\2023-01-11_13-55-34_UTC_2.jpg,"['Sky', 'Sleeve', 'Tree', 'Waist', 'Arecales', 'Travel', 'Leisure', 'Fun', 'Thigh', 'Wood']"
./data/posts/akanksharedhu_166654_3013400335471048824_-1_19\2023-01-11_13-55-34_UTC_3.jpg,"['Lip', 'Sky', 'Shoulder', 'Vision care', 'Sunglasses', 'Goggles', 'Fashion', 'Neck', 'Sleeve', 'Plant']"
./data/posts/akanksharedhu_166654_3013400335471048824_-1_19\2023-01-11_13-55-34_UTC_4.jpg,"['Shoulder', 'Sunglasses', 'Leg', 'Tree', 'Plant', 'Neck', 'Sleeve', 'Waist', 'Thigh', 'Goggles']"
./data/posts/akanksharedhu_166654_3015660111355135907_-1_19\2023-01-14_16-45-21_UTC_1.jpg,"['Neck', 'Dress', 'One-piece garment', 'Waist', 'Tree', 'Fawn', 'Arecales', 'Happy', 'Beach', 'Black hair']"
./data/posts/akanksharedhu_166654_3015660111355135907_-1_19\2023-01-14_16-45-21_UTC_2.jpg,"['People on beach', 'Dress', 'Tree', 'Beach', 'Waist', 'Body of water', 'Arecales', 'Travel', 'Happy', 'Leisure']"
./data/posts/akanksharedhu_166654_3019912967682076878_-1_46\2023-01-20_13-35-01_UTC_1.jpg,"['Plant', 'Glasses', 'Sunglasses', 'Tree', 'Sleeve', 'Waist', 'Leisure', 'Thigh', 'Knee', 'Grass']"
./data/posts/akanksharedhu_166654_3019912967682076878_-1_46\2023-01-20_13-35-01_UTC_2.jpg,"['Footwear', 'Shoe', 'Plant', 'Sunglasses', 'Leg', 'One-piece garment', 'Dress', 'Fashion', 'Sleeve', 'Waist']"
./data/posts/akanksharedhu_166654_3019912967682076878_-1_46\2023-01-20_13-35-01_UTC_3.jpg,"['Plant', 'Sunglasses', 'Tree', 'Neck', 'Waist', 'Sleeve', 'Standing', 'Eyewear', 'Trunk', 'Knee']"
./data/posts/akanksharedhu_166654_3022119969820788682_-1_27\2023-01-23_14-39-56_UTC.jpg,"['Cloud', 'Sky', 'Atmosphere', 'Water', 'Flash photography', 'Body of water', 'Gesture', 'Atmospheric phenomenon', 'Astronomical object', 'Happy']"
./data/posts/akanksharedhu_166654_3023350271808379145_-1_11\2023-01-25_07-24-19_UTC_1.jpg,"['Food', 'Tableware', 'Ingredient', 'Fruit', 'Recipe', 'Dishware', 'Cuisine', 'Dish', 'Plant', 'Juice']"
./data/posts/akanksharedhu_166654_3023350271808379145_-1_11\2023-01-25_07-24-19_UTC_2.jpg,"['Property', 'Furniture', 'Smile', 'Building', 'Comfort', 'Sleeve', 'Interior design', 'Tree', 'Plant', 'Leisure']"
./data/posts/akanksharedhu_166654_3023350271808379145_-1_11\2023-01-25_07-24-19_UTC_3.jpg,"['Food', 'Tableware', 'Ingredient', 'Recipe', 'Cuisine', 'Staple food', 'Dish', 'Table', 'Plate', 'Produce']"
./data/posts/akanksharedhu_166654_3023350271808379145_-1_11\2023-01-25_07-24-19_UTC_4.jpg,"['Food', 'Tableware', 'Ingredient', 'Dishware', 'Yellow', 'Serveware', 'Fruit', 'Cuisine', 'Mixing bowl', 'Dish']"
./data/posts/akanksharedhu_166654_3023350271808379145_-1_11\2023-01-25_07-24-19_UTC_5.jpg,"['Smile', 'Jeans', 'Happy', 'Interaction', 'Leisure', 'T-shirt', 'Fun', 'Comfort', 'Friendship', 'Event']"
./data/posts/akanksharedhu_166654_3023350271808379145_-1_11\2023-01-25_07-24-19_UTC_6.jpg,"['Furniture', 'Property', 'Couch', 'Orange', 'Interior design', 'Chair', 'Building', 'Living room', 'Wood', 'Line']"
./data/posts/akanksharedhu_166654_3026456264237387230_-1_38\2023-01-29_14-15-22_UTC_1.jpg,"['Hair', 'Face', 'Joint', 'Glasses', 'Swimsuit top', 'Hairstyle', 'Shoulder', 'Arm', 'Photograph', 'Vision care']"
./data/posts/akanksharedhu_166654_3026456264237387230_-1_38\2023-01-29_14-15-22_UTC_2.jpg,"['Cloud', 'Sky', 'Aircraft', 'Vehicle', 'Flap', 'Aviation', 'Air travel', 'Aerospace manufacturer', 'Wing', 'Airplane']"
./data/posts/akanksharedhu_166654_3026456264237387230_-1_38\2023-01-29_14-15-22_UTC_3.jpg,"['Lip', 'Chin', 'Sleeve', 'Flash photography', 'Cool', 'Fashion design', 'Chair', 'Beauty', 'Long hair', 'Event']"
./data/posts/akanksharedhu_166654_3026456264237387230_-1_38\2023-01-29_14-15-22_UTC_4.jpg,"['Water', 'Sky', 'Azure', 'Beach', 'Arecales', 'Shade', 'Body of water', 'Outdoor furniture', 'Coastal and oceanic landforms', 'Tree']"
./data/posts/akanksharedhu_166654_3026456264237387230_-1_38\2023-01-29_14-15-22_UTC_5.jpg,"['Sky', 'Gesture', 'Finger', 'Travel', 'Thumb', 'Font', 'Electric blue', 'Nail', 'Publication', 'Beach']"
./data/posts/akanksharedhu_166654_3026456264237387230_-1_38\2023-01-29_14-15-22_UTC_6.jpg,"['Sky', 'Water', 'Smile', 'Bottle', 'Blue', 'Travel', 'Leisure', 'Thigh', 'Fun', 'Summer']"
./data/posts/akanksharedhu_166654_3027008536182508915_-1_44\2023-01-30_08-32-38_UTC_1.jpg,"['Lip', 'Eyelash', 'Flash photography', 'Neck', 'Waist', 'Makeover', 'Black hair', 'Chest', 'Lipstick', 'Long hair']"
./data/posts/akanksharedhu_166654_3027008536182508915_-1_44\2023-01-30_08-32-38_UTC_2.jpg,"['Joint', 'Skin', 'Head', 'Lip', 'Hand', 'Arm', 'Shoulder', 'Human body', 'Neck', 'Sleeve']"
./data/posts/akanksharedhu_166654_3027008536182508915_-1_44\2023-01-30_08-32-38_UTC_3.jpg,"['Forehead', 'Lip', 'Eyebrow', 'Shoulder', 'Eyelash', 'Ear', 'Jaw', 'Neck', 'Earrings', 'Bun']"
./data/posts/akanksharedhu_166654_3027815524911931286_-1_19\2023-01-31_11-15-59_UTC_1.jpg,"['Food', 'Tableware', 'Dishware', 'Plate', 'Recipe', 'Fines herbes', 'Ingredient', 'Serveware', 'Leaf vegetable', 'Kitchen utensil']"
./data/posts/akanksharedhu_166654_3027815524911931286_-1_19\2023-01-31_11-15-59_UTC_2.jpg,"['Table', 'Vision care', 'Sunglasses', 'Wood', 'Eyewear', 'Circle', 'Goggles', 'Recreation', 'Fashion accessory', 'Metal']"
./data/posts/akanksharedhu_166654_3027815524911931286_-1_19\2023-01-31_11-15-59_UTC_3.jpg,"['Food', 'Ingredient', 'Tableware', 'Recipe', 'Cuisine', 'Fried fish', 'Seafood', 'Staple food', 'Dish', 'Baked goods']"
./data/posts/akanksharedhu_166654_3027815524911931286_-1_19\2023-01-31_11-15-59_UTC_4.jpg,"['Food', 'Ingredient', 'Deep frying', 'Recipe', 'Cuisine', 'Dish', 'Tableware', 'Staple food', 'Fried food', 'Baked goods']"
./data/posts/akanksharedhu_166654_3027815524911931286_-1_19\2023-01-31_11-15-59_UTC_5.jpg,"['Food', 'Tableware', 'Ingredient', 'Recipe', 'Dish', 'Cuisine', 'Plate', 'Baked goods', 'Kitchen utensil', 'Produce']"
./data/posts/akanksharedhu_166654_3027815524911931286_-1_19\2023-01-31_11-15-59_UTC_6.jpg,"['Table', 'Furniture', 'Shelf', 'Tableware', 'Interior design', 'Shelving', 'Chair', 'Retail', 'Wine glass', 'Wood']"
./data/posts/akanksharedhu_166654_3027815524911931286_-1_19\2023-01-31_11-15-59_UTC_7.jpg,"['Tableware', 'Table', 'Smile', 'Coat', 'Shelf', 'Customer', 'Retail', 'Jacket', 'Plate', 'People']"
./data/posts/akanksharedhu_166654_3029272403479363850_-1_29\2023-02-02_11-30-32_UTC_1.jpg,"['Food', 'Pizza', 'Ingredient', 'Recipe', 'Cuisine', 'Dish', 'California-style pizza', 'Produce', 'Baked goods', 'Pizza cheese']"
./data/posts/akanksharedhu_166654_3029272403479363850_-1_29\2023-02-02_11-30-32_UTC_2.jpg,"['Food', 'Tableware', 'Table', 'Ingredient', 'Recipe', 'Cuisine', 'Fast food', 'Baked goods', 'Wood', 'Dish']"
./data/posts/akanksharedhu_166654_3029272403479363850_-1_29\2023-02-02_11-30-32_UTC_3.jpg,"['Food', 'Ingredient', 'Pizza', 'Tableware', 'Recipe', 'Dish', 'Fast food', 'Cuisine', 'Pepperoni', 'Produce']"
./data/posts/akanksharedhu_166654_3029272403479363850_-1_29\2023-02-02_11-30-32_UTC_4.jpg,"['Font', 'Red', 'T-shirt', 'Pattern', 'Art', 'Publication', 'Carmine', 'Brand', 'Linens', 'Advertising']"
./data/posts/akanksharedhu_166654_3029272403479363850_-1_29\2023-02-02_11-30-32_UTC_5.jpg,"['Food', 'Pizza', 'Ingredient', 'Pepperoni', 'Recipe', 'Fast food', 'Dish', 'Cuisine', 'Baked goods', 'California-style pizza']"
./data/posts/akanksharedhu_166654_3029272403479363850_-1_29\2023-02-02_11-30-32_UTC_6.jpg,"['Food', 'Ingredient', 'Recipe', 'Cuisine', 'Dish', 'Baked goods', 'Fines herbes', 'Produce', 'Pizza cheese', 'Garnish']"
./data/posts/akanksharedhu_166654_3033013634768356353_-1_17\2023-02-07_15-23-42_UTC.jpg,"['Water', 'Sky', 'People in nature', 'Gesture', 'Happy', 'Horizon', 'Beach', 'Calm', 'Balance', 'Landscape']"
./data/posts/akanksharedhu_166654_3033733963639763132_-1_17\2023-02-08_15-14-52_UTC_1.jpg,"['Tableware', 'Flash photography', 'Drink', 'Alcoholic beverage', 'Leisure', 'Eyewear', 'Wine glass', 'Drinkware', 'Thigh', 'Fun']"
./data/posts/akanksharedhu_166654_3033733963639763132_-1_17\2023-02-08_15-14-52_UTC_2.jpg,"['Tableware', 'Flash photography', 'Entertainment', 'Thigh', 'Fun', 'Leisure', 'Performing arts', 'Event', 'Music', 'Tower']"
./data/posts/akanksharedhu_166654_3033733963639763132_-1_17\2023-02-08_15-14-52_UTC_3.jpg,"['Food', 'Dishware', 'Tableware', 'Recipe', 'Fines herbes', 'Leaf vegetable', 'Plate', 'Ingredient', 'Garnish', 'Plant']"
./data/posts/akanksharedhu_166654_3033733963639763132_-1_17\2023-02-08_15-14-52_UTC_4.jpg,"['Tableware', 'Orange', 'Yellow', 'Publication', 'Material property', 'Drink', 'Font', 'Orange drink', 'Ingredient', 'Orange']"
./data/posts/akanksharedhu_166654_3033733963639763132_-1_17\2023-02-08_15-14-52_UTC_5.jpg,"['Food', 'Tableware', 'Ingredient', 'Recipe', 'Wood', 'Table', 'Cuisine', 'Dish', 'Cooking', 'Baked goods']"
./data/posts/akanksharedhu_166654_3033733963639763132_-1_17\2023-02-08_15-14-52_UTC_6.jpg,"['Food', 'Recipe', 'Ingredient', 'Cuisine', 'Seafood', 'Dish', 'Fast food', 'Finger food', 'Meat', 'Comfort food']"
./data/posts/akanksharedhu_166654_3034558670022836521_-1_26\2023-02-09_18-33-24_UTC.jpg,"['Hair', 'Swimsuit top', 'Lingerie top', 'Brassiere', 'Swimwear', 'Swimsuit bottom', 'Flash photography', 'Waist', 'Thigh', 'Style']"
./data/posts/akanksharedhu_166654_3035109891611671060_-1_20\2023-02-10_12-48-35_UTC_1.jpg,"['Plant', 'Outerwear', 'One-piece garment', 'Dress', 'Neck', 'Sleeve', 'Waist', 'People in nature', 'Day dress', 'Grass']"
./data/posts/akanksharedhu_166654_3035109891611671060_-1_20\2023-02-10_12-48-35_UTC_2.jpg,"['Hair', 'Neck', 'One-piece garment', 'Dress', 'Sleeve', 'Waist', 'Happy', 'Day dress', 'Grass', 'Fashion design']"
./data/posts/akanksharedhu_166654_3035109891611671060_-1_20\2023-02-10_12-48-35_UTC_3.jpg,"['Hair', 'Smile', 'Joint', 'Shoulder', 'Plant', 'Sleeve', 'Flash photography', 'Waist', 'People in nature', 'Happy']"
./data/posts/akanksharedhu_166654_3035109891611671060_-1_20\2023-02-10_12-48-35_UTC_4.jpg,"['Plant', 'Dress', 'Waist', 'Grass', 'People in nature', 'Happy', 'Electric blue', 'Formal wear', 'Fashion design', 'Fashion accessory']"
./data/posts/akanksharedhu_166654_3035109891611671060_-1_20\2023-02-10_12-48-35_UTC_5.jpg,"['Joint', 'Shoulder', 'Green', 'Textile', 'Neck', 'Eyewear', 'Sleeve', 'Waist', 'Body jewelry', 'Gesture']"
./data/posts/akanksharedhu_166654_3037888465765860860_-1_14\2023-02-14_08-49-07_UTC_1.jpg,"['Comfort', 'Neck', 'Sleeve', 'Orange', 'Fashion design', 'Thigh', 'Eyewear', 'Knee', 'Waist', 'Wood']"
./data/posts/akanksharedhu_166654_3037888465765860860_-1_14\2023-02-14_08-49-07_UTC_2.jpg,"['Green', 'Orange', 'Yellow', 'Ingredient', 'Circle', 'Cup', 'Serveware', 'Cuisine', 'Drinkware', 'Mixture']"
./data/posts/akanksharedhu_166654_3037888465765860860_-1_14\2023-02-14_08-49-07_UTC_3.jpg,"['Smile', 'Plant', 'People in nature', 'Tree', 'Happy', 'Gesture', 'Grass', 'Woody plant', 'Leisure', 'Eyewear']"
./data/posts/akanksharedhu_166654_3037888465765860860_-1_14\2023-02-14_08-49-07_UTC_4.jpg,"['Plant', 'Flower', 'Hand', 'Botany', 'Pink', 'Finger', 'Wood', 'Grass', 'Magenta', 'Petal']"
./data/posts/akanksharedhu_166654_3037888465765860860_-1_14\2023-02-14_08-49-07_UTC_5.jpg,"['Skin', 'Joint', 'Lip', 'Eyebrow', 'Shoulder', 'Eyelash', 'Comfort', 'Neck', 'Sleeve', 'Flash photography']"
./data/posts/akanksharedhu_166654_3037888465765860860_-1_14\2023-02-14_08-49-07_UTC_6.jpg,"['Food', 'Tableware', 'Ingredient', 'Flowerpot', 'Recipe', 'Plant', 'Houseplant', 'Cuisine', 'Sliced bread', 'Dishware']"
./data/posts/akanksharedhu_166654_3038752942053677855_-1_0\2023-02-15_13-26-41_UTC_1.jpg,"['Property', 'Comfort', 'Wood', 'Interior design', 'Textile', 'Orange', 'Sunlight', 'Shade', 'Flowerpot', 'Curtain']"
./data/posts/akanksharedhu_166654_3038752942053677855_-1_0\2023-02-15_13-26-41_UTC_2.jpg,"['Joint', 'Leg', 'People in nature', 'Plant', 'Light', 'Human body', 'Gesture', 'Sunlight', 'Barefoot', 'Finger']"
./data/posts/akanksharedhu_166654_3042449794829681179_-1_36\2023-02-20_15-51-40_UTC_1.jpg,"['Glasses', 'Hairstyle', 'Goggles', 'Photograph', 'Umbrella', 'Leg', 'Sunglasses', 'People on beach', 'Eyewear', 'Azure']"
./data/posts/akanksharedhu_166654_3042449794829681179_-1_36\2023-02-20_15-51-40_UTC_2.jpg,"['Sky', 'Hand', 'Water', 'Drinkware', 'Liquid', 'Beach', 'Drinking straw', 'Fluid', 'Egg cream', 'Tableware']"
./data/posts/akanksharedhu_166654_3042449794829681179_-1_36\2023-02-20_15-51-40_UTC_3.jpg,"['Joint', 'Lip', 'White', 'Lingerie top', 'Eyelash', 'Neck', 'Waist', 'Smile', 'Sunglasses', 'Chest']"
./data/posts/akanksharedhu_166654_3042449794829681179_-1_36\2023-02-20_15-51-40_UTC_4.jpg,"['Food', 'Ingredient', 'Recipe', 'Cuisine', 'Natural foods', 'Dish', 'Tableware', 'Fruit', 'Staple food', 'Fruit salad']"
./data/posts/akanksharedhu_166654_3042449794829681179_-1_36\2023-02-20_15-51-40_UTC_5.jpg,"['Sky', 'Leg', 'People on beach', 'Light', 'Azure', 'Umbrella', 'Beach', 'Shade', 'Human body', 'Sunlight']"
./data/posts/akanksharedhu_166654_3042449794829681179_-1_36\2023-02-20_15-51-40_UTC_6.jpg,"['Forehead', 'Lip', 'Chin', 'Eyebrow', 'Jaw', 'Sleeve', 'Flash photography', 'Iris', 'Eyelash', 'Dress shirt']"
./data/posts/akanksharedhu_166654_3046713643669999601_-1_13\2023-02-26_13-03-10_UTC_1.jpg,"['Furniture', 'Smile', 'Fashion', 'Luggage and bags', 'Musical instrument', 'Guitar', 'Leisure', 'Bag', 'String instrument', 'Plucked string instruments']"
./data/posts/akanksharedhu_166654_3046713643669999601_-1_13\2023-02-26_13-03-10_UTC_2.jpg,"['Decoration', 'Interior design', 'Floor', 'Leisure', 'Flooring', 'Chair', 'Table', 'Ceiling', 'Event', 'Living room']"
./data/posts/akanksharedhu_166654_3046713643669999601_-1_13\2023-02-26_13-03-10_UTC_3.jpg,"['Jeans', 'Chair', 'Entertainment', 'Curtain', 'Event', 'Performing arts', 'Sitting', 'Conversation', 'Stage equipment', 'Stage']"
./data/posts/akanksharedhu_166654_3046713643669999601_-1_13\2023-02-26_13-03-10_UTC_4.jpg,"['Tableware', 'Interior design', 'Chair', 'Barware', 'Wood', 'Drinkware', 'Flooring', 'Table', 'Kitchen & dining room table', 'Event']"
./data/posts/akanksharedhu_166654_3046713643669999601_-1_13\2023-02-26_13-03-10_UTC_5.jpg,"['Jeans', 'Smile', 'Shoe', 'Leg', 'Thigh', 'Fun', 'Waist', 'Sneakers', 'Happy', 'Sandal']"
./data/posts/akanksharedhu_166654_3046713643669999601_-1_13\2023-02-26_13-03-10_UTC_6.jpg,"['Food', 'Ingredient', 'Recipe', 'Tableware', 'Plate', 'Cuisine', 'Dish', 'Dishware', 'Produce', 'Garnish']"
./data/posts/akanksharedhu_166654_3048043069191068142_-1_12\2023-02-28_09-04-30_UTC_1.jpg,"['Chin', 'Hand', 'Smile', 'Gesture', 'Finger', 'Happy', 'Eyelash', 'Chest', 'Thumb', 'Fun']"
./data/posts/akanksharedhu_166654_3048043069191068142_-1_12\2023-02-28_09-04-30_UTC_2.jpg,"['Joint', 'Skin', 'Lip', 'Hand', 'Shoulder', 'Arm', 'Facial expression', 'Muscle', 'Neck', 'Sleeve']"
./data/posts/akanksharedhu_166654_3048043069191068142_-1_12\2023-02-28_09-04-30_UTC_3.jpg,"['Skin', 'Smile', 'Orange', 'Gesture', 'Finger', 'Font', 'Nail', 'Eyelash', 'Brand', 'Fashion accessory']"
./data/posts/akanksharedhu_166654_3049665101986088996_-1_6\2023-03-02_14-47-11_UTC.jpg,"['Cloud', 'Water', 'Sky', 'Fluid', 'Afterglow', 'Red sky at morning', 'Natural landscape', 'Sunrise', 'Dusk', 'Sunset']"
./data/posts/akanksharedhu_166654_3053144121309498451_-1_17\2023-03-07_09-59-23_UTC_1.jpg,"['Footwear', 'Shoe', 'Flash photography', 'Sleeve', 'Thigh', 'Cool', 'Waist', 'Sneakers', 'Knee', 'Luggage and bags']"
./data/posts/akanksharedhu_166654_3053144121309498451_-1_17\2023-03-07_09-59-23_UTC_2.jpg,"['Head', 'Smile', 'Organ', 'Flash photography', 'Leisure', 'Fun', 'Thigh', 'Event', 'Jewellery', 'Necklace']"
./data/posts/akanksharedhu_166654_3053144121309498451_-1_17\2023-03-07_09-59-23_UTC_3.jpg,"['Bottle', 'Glass bottle', 'Drinking establishment', 'Fluid', 'Alcoholic beverage', 'Drink', 'Solution', 'Liquid', 'Barware', 'Alcohol']"
./data/posts/akanksharedhu_166654_3053144121309498451_-1_17\2023-03-07_09-59-23_UTC_4.jpg,"['Shoulder', 'Flash photography', 'Gesture', 'Cool', 'Happy', 'Midnight', 'Event', 'Kiss', 'Fun', 'Tree']"
./data/posts/akanksharedhu_166654_3053144121309498451_-1_17\2023-03-07_09-59-23_UTC_5.jpg,"['Shoe', 'Musical instrument', 'Road surface', 'Art', 'Asphalt', 'Flooring', 'Circle', 'Personal protective equipment', 'Foot', 'Human leg']"
./data/posts/akanksharedhu_166654_3059866555012823465_-1_12\2023-03-16_16-35-39_UTC_1.jpg,"['Footwear', 'Joint', 'Shoe', 'Shoulder', 'Vision care', 'Sunglasses', 'Sleeve', 'Waist', 'Eyewear', 'Thigh']"
./data/posts/akanksharedhu_166654_3059866555012823465_-1_12\2023-03-16_16-35-39_UTC_2.jpg,"['Flower', 'Plant', 'Sky', 'Purple', 'Tree', 'Groundcover', 'Shrub', 'Terrestrial plant', 'Flowering plant', 'Electric blue']"
./data/posts/akanksharedhu_166654_3059866555012823465_-1_12\2023-03-16_16-35-39_UTC_3.jpg,"['Shoe', 'Shoulder', 'Dress shirt', 'Textile', 'Sleeve', 'Sunglasses', 'Waist', 'Standing', 'Collar', 'Thigh']"
./data/posts/akanksharedhu_166654_3059866555012823465_-1_12\2023-03-16_16-35-39_UTC_4.jpg,"['Clothing', 'Chin', 'Bookcase', 'Shelf', 'Photograph', 'Furniture', 'Book', 'Smile', 'Shelving', 'Publication']"
./data/posts/akanksharedhu_166654_3059866555012823465_-1_12\2023-03-16_16-35-39_UTC_5.jpg,"['Joint', 'Shoulder', 'Dress shirt', 'Neck', 'Sleeve', 'Standing', 'Waist', 'Collar', 'Eyewear', 'Sportswear']"
./data/posts/akanksharedhu_166654_3059866555012823465_-1_12\2023-03-16_16-35-39_UTC_6.jpg,"['Ingredient', 'Wood', 'Dish', 'Gas', 'Egg', 'Tableware', 'Oval', 'Staple food', 'Ball', 'Cuisine']"
