Image_Path,Username,Follower_Count,Post_ID,Post_Likes,Post_Comments,Labels
./data/posts/deepikamehtayoga_250154_2853023455526664408_2032_62\2022-06-04_07-15-20_UTC_1.jpg,deepikamehtayoga,250154,2853023455526664408,2032,62,"['People in nature', 'Flash photography', 'Wood', 'Gesture', 'Trunk', 'Plant', 'Grass', 'Long hair', 'Forest', 'Darkness']"
./data/posts/deepikamehtayoga_250154_2853023455526664408_2032_62\2022-06-04_07-15-20_UTC_2.jpg,deepikamehtayoga,250154,2853023455526664408,2032,62,"['Hand', 'Arm', 'People in nature', 'Leg', 'Human body', 'Flash photography', 'Wood', 'Branch', 'Trunk', 'Black hair']"
./data/posts/deepikamehtayoga_250154_2853774925597285074_804_14\2022-06-05_08-08-23_UTC.jpg,deepikamehtayoga,250154,2853774925597285074,804,14,"['Plant', 'People in nature', 'Wood', 'Sunlight', 'Waist', 'Tree', 'Arecales', 'Trunk', 'Adaptation', 'Trunk']"
./data/posts/deepikamehtayoga_250154_2874104645788562084_1761_47\2022-07-03_09-19-54_UTC_1.jpg,deepikamehtayoga,250154,2874104645788562084,1761,47,"['Skin', 'Neck', 'Thigh', 'Smile', 'Waist', 'Brassiere', 'Black hair', 'Swimwear', 'Undergarment', 'Lingerie']"
./data/posts/deepikamehtayoga_250154_2874104645788562084_1761_47\2022-07-03_09-19-54_UTC_2.jpg,deepikamehtayoga,250154,2874104645788562084,1761,47,"['Food', 'Tableware', 'Ingredient', 'Recipe', 'Spice', 'Cuisine', 'Dish', 'Mixture', 'Bowl', 'Produce']"
./data/posts/deepikamehtayoga_250154_2874104645788562084_1761_47\2022-07-03_09-19-54_UTC_3.jpg,deepikamehtayoga,250154,2874104645788562084,1761,47,"['Smile', 'Tableware', 'Flash photography', 'Table', 'Wood', 'Comfort', 'Happy', 'Leisure', 'Summer', 'Flooring']"
./data/posts/deepikamehtayoga_250154_2888627218404519768_1274_48\2022-07-23_10-13-40_UTC_1.jpg,deepikamehtayoga,250154,2888627218404519768,1274,48,"['Smile', 'Skin', 'Lip', 'Hairstyle', 'Hat', 'White', 'Neck', 'Fedora', 'Sun hat', 'Happy']"
./data/posts/deepikamehtayoga_250154_2888627218404519768_1274_48\2022-07-23_10-13-40_UTC_2.jpg,deepikamehtayoga,250154,2888627218404519768,1274,48,"['Skin', 'Lip', 'Smile', 'Shoulder', 'White', 'Hat', 'Human body', 'Neck', 'Fashion', 'Flash photography']"
./data/posts/deepikamehtayoga_250154_2888627218404519768_1274_48\2022-07-23_10-13-40_UTC_3.jpg,deepikamehtayoga,250154,2888627218404519768,1274,48,"['Smile', 'White', 'Leg', 'Fashion', 'Thigh', 'Happy', 'Plant', 'Headgear', 'Black hair', 'Knee']"
./data/posts/deepikamehtayoga_250154_2975582658631269976_2051_24\2022-11-20_09-38-36_UTC.jpg,deepikamehtayoga,250154,2975582658631269976,2051,24,"['Sky', 'Shoulder', 'Cloud', 'Leg', 'People in nature', 'Flash photography', 'Knee', 'Thigh', 'Beach', 'Sunlight']"
./data/posts/diipakhosla_1908495_2897420460410045915_18371_92\2022-08-04_13-24-16_UTC_1.jpg,diipakhosla,1908495,2897420460410045915,18371,92,"['Skin', 'Hairstyle', 'Shoulder', 'Window', 'Facial expression', 'Human', 'Human body', 'Neck', 'Happy', 'Gesture']"
./data/posts/diipakhosla_1908495_2897420460410045915_18371_92\2022-08-04_13-24-16_UTC_2.jpg,diipakhosla,1908495,2897420460410045915,18371,92,"['Font', 'Circle', 'Number']"
./data/posts/diipakhosla_1908495_2897517420001536680_36789_158\2022-08-04_16-36-54_UTC.jpg,diipakhosla,1908495,2897517420001536680,36789,158,"['Skin', 'Lip', 'Chin', 'Eyebrow', 'Shoulder', 'Smile', 'Eyelash', 'Muscle', 'Neck', 'Jaw']"
./data/posts/diipakhosla_1908495_2953744485226329705_43041_191\2022-10-21_06-30-03_UTC_1.jpg,diipakhosla,1908495,2953744485226329705,43041,191,"['Sleeve', 'Gesture', 'Collar', 'Eyelash', 'Suit', 'Blazer', 'Publication', 'Formal wear', 'Fashion design', 'White-collar worker']"
./data/posts/diipakhosla_1908495_2953744485226329705_43041_191\2022-10-21_06-30-03_UTC_2.jpg,diipakhosla,1908495,2953744485226329705,43041,191,"['Grey', 'Wood', 'Font', 'Electric blue', 'Midnight', 'Twig', 'Event', 'Pattern', 'Hardwood', 'Darkness']"
./data/posts/diipakhosla_1908495_2995911890106994559_10447_62\2022-12-18_10-49-09_UTC_1.jpg,diipakhosla,1908495,2995911890106994559,10447,62,"['Lip', 'Flash photography', 'Sleeve', 'Waist', 'Thigh', 'Elbow', 'Black hair', 'Fashion design', 'Chest', 'Sleeveless shirt']"
./data/posts/diipakhosla_1908495_2995911890106994559_10447_62\2022-12-18_10-49-09_UTC_2.jpg,diipakhosla,1908495,2995911890106994559,10447,62,"['Joint', 'Arm', 'Flash photography', 'Stomach', 'Ball', 'Waist', 'Sports equipment', 'Elbow', 'Thigh', 'Chest']"
./data/posts/diipakhosla_1908495_2995911890106994559_10447_62\2022-12-18_10-49-09_UTC_3.jpg,diipakhosla,1908495,2995911890106994559,10447,62,"['Hair', 'Joint', 'Arm', 'Human body', 'Flash photography', 'Neck', 'Waist', 'Dress', 'Thigh', 'Chest']"
./data/posts/diipakhosla_1908495_2995911890106994559_10447_62\2022-12-18_10-49-09_UTC_4.jpg,diipakhosla,1908495,2995911890106994559,10447,62,"['Hair', 'Face', 'Head', 'Lip', 'Hand', 'Arm', 'Shoulder', 'Stomach', 'Neck', 'Human body']"
./data/posts/diipakhosla_1908495_2997423860168706731_4767_31\2022-12-20_12-53-10_UTC_1.jpg,diipakhosla,1908495,2997423860168706731,4767,31,"['Forehead', 'Lip', 'Glasses', 'Eyebrow', 'Eyelash', 'Vision care', 'Flash photography', 'Jaw', 'Neck', 'Sleeve']"
./data/posts/diipakhosla_1908495_2997423860168706731_4767_31\2022-12-20_12-53-10_UTC_2.jpg,diipakhosla,1908495,2997423860168706731,4767,31,"['Forehead', 'Nose', 'Cheek', 'Skin', 'Lip', 'Chin', 'Vision care', 'Eyebrow', 'Eye', 'Shoulder']"
./data/posts/diipakhosla_1908495_2997423860168706731_4767_31\2022-12-20_12-53-10_UTC_3.jpg,diipakhosla,1908495,2997423860168706731,4767,31,"['Forehead', 'Glasses', 'Skin', 'Lip', 'Shoulder', 'Eye', 'Eyelash', 'Vision care', 'Organ', 'Flash photography']"
./data/posts/diipakhosla_1908495_2998202664928516481_41169_74\2022-12-21_14-40-31_UTC_1.jpg,diipakhosla,1908495,2998202664928516481,41169,74,"['Water', 'Sky', 'Cloud', 'People in nature', 'Flash photography', 'Glove', 'Happy', 'Gesture', 'Jacket', 'Travel']"
./data/posts/diipakhosla_1908495_2998202664928516481_41169_74\2022-12-21_14-40-31_UTC_10.jpg,diipakhosla,1908495,2998202664928516481,41169,74,"['Plant', 'Christmas tree', 'Tree', 'Fun', 'Happy', 'Event', 'Formal wear', 'Leisure', 'Conversation', 'Sitting']"
./data/posts/diipakhosla_1908495_2998202664928516481_41169_74\2022-12-21_14-40-31_UTC_2.jpg,diipakhosla,1908495,2998202664928516481,41169,74,"['Sky', 'Water', 'Cloud', 'Smile', 'Snow', 'Tree', 'Freezing', 'Leisure', 'Vehicle', 'Jacket']"
./data/posts/diipakhosla_1908495_2998202664928516481_41169_74\2022-12-21_14-40-31_UTC_3.jpg,diipakhosla,1908495,2998202664928516481,41169,74,"['Water', 'Sky', 'Cloud', 'Snow', 'Natural landscape', 'Tree', 'Lake', 'Freezing', 'Rural area', 'Morning']"
./data/posts/diipakhosla_1908495_2998202664928516481_41169_74\2022-12-21_14-40-31_UTC_4.jpg,diipakhosla,1908495,2998202664928516481,41169,74,"['Picture frame', 'Plant', 'Interior design', 'Lighting', 'Window', 'Houseplant', 'Suit', 'Curtain', 'Fun', 'Event']"
./data/posts/diipakhosla_1908495_2998202664928516481_41169_74\2022-12-21_14-40-31_UTC_5.jpg,diipakhosla,1908495,2998202664928516481,41169,74,"['Hair', 'Head', 'Hairstyle', 'Smile', 'Tartan', 'Dress shirt', 'Sleeve', 'Gesture', 'Collar', 'Plaid']"
./data/posts/diipakhosla_1908495_2998202664928516481_41169_74\2022-12-21_14-40-31_UTC_6.jpg,diipakhosla,1908495,2998202664928516481,41169,74,"['Christmas tree', 'Christmas ornament', 'Interior design', 'Lighting', 'Holiday ornament', 'Tree', 'Christmas decoration', 'Ornament', 'Christmas', 'Plant']"
./data/posts/diipakhosla_1908495_2998202664928516481_41169_74\2022-12-21_14-40-31_UTC_7.jpg,diipakhosla,1908495,2998202664928516481,41169,74,"['Shoe', 'Shoulder', 'Leg', 'Human body', 'Flash photography', 'Comfort', 'Waist', 'Knee', 'Thigh', 'Wood']"
./data/posts/diipakhosla_1908495_2998202664928516481_41169_74\2022-12-21_14-40-31_UTC_8.jpg,diipakhosla,1908495,2998202664928516481,41169,74,"['Table', 'Tableware', 'Property', 'Furniture', 'Candle', 'Light', 'Candle holder', 'Drinkware', 'Bottle', 'Decoration']"
./data/posts/diipakhosla_1908495_2998202664928516481_41169_74\2022-12-21_14-40-31_UTC_9.jpg,diipakhosla,1908495,2998202664928516481,41169,74,"['Table', 'Tableware', 'Candle', 'Furniture', 'Decoration', 'Stemware', 'Tablecloth', 'Plate', 'Dishware', 'Textile']"
./data/posts/diipakhosla_1908495_3005502885039485001_30882_98\2022-12-31_16-24-45_UTC_1.jpg,diipakhosla,1908495,3005502885039485001,30882,98,"['Face', 'Smile', 'Comfort', 'Sleeve', 'Happy', 'Baby & toddler clothing', 'Rectangle', 'Pattern', 'Fun', 'T-shirt']"
./data/posts/diipakhosla_1908495_3005502885039485001_30882_98\2022-12-31_16-24-45_UTC_10.jpg,diipakhosla,1908495,3005502885039485001,30882,98,"['Sky', 'Water', 'Boat', 'Cloud', 'Tree', 'Recreation', 'Boats and boating--Equipment and supplies', 'Leisure', 'Flash photography', 'Watercraft']"
./data/posts/diipakhosla_1908495_3005502885039485001_30882_98\2022-12-31_16-24-45_UTC_2.jpg,diipakhosla,1908495,3005502885039485001,30882,98,"['Face', 'Smile', 'Glasses', 'Goggles', 'Vision care', 'Sunglasses', 'White', 'Eyewear', 'Human', 'Temple']"
./data/posts/diipakhosla_1908495_3005502885039485001_30882_98\2022-12-31_16-24-45_UTC_3.jpg,diipakhosla,1908495,3005502885039485001,30882,98,"['Smile', 'Shoulder', 'Facial expression', 'Window', 'Happy', 'Iris', 'Gesture', 'Interaction', 'Fun', 'Leisure']"
./data/posts/diipakhosla_1908495_3005502885039485001_30882_98\2022-12-31_16-24-45_UTC_4.jpg,diipakhosla,1908495,3005502885039485001,30882,98,"['Skin', 'Head', 'Outerwear', 'Smile', 'Eye', 'Facial expression', 'People in nature', 'Happy', 'Tree', 'Textile']"
./data/posts/diipakhosla_1908495_3005502885039485001_30882_98\2022-12-31_16-24-45_UTC_5.jpg,diipakhosla,1908495,3005502885039485001,30882,98,"['Water', 'Water resources', 'Azure', 'Swimming pool', 'Leisure', 'Body of water', 'People on beach', 'Bathing', 'Fun', 'Summer']"
./data/posts/diipakhosla_1908495_3005502885039485001_30882_98\2022-12-31_16-24-45_UTC_6.jpg,diipakhosla,1908495,3005502885039485001,30882,98,"['Smile', 'Glasses', 'Baby & toddler clothing', 'Sleeve', 'Baby', 'Grey', 'Toddler', 'Flooring', 'Comfort', 'Hat']"
./data/posts/diipakhosla_1908495_3005502885039485001_30882_98\2022-12-31_16-24-45_UTC_7.jpg,diipakhosla,1908495,3005502885039485001,30882,98,"['Hair', 'Face', 'Cheek', 'Skin', 'Head', 'Photograph', 'Smile', 'Neck', 'Baby & toddler clothing', 'Happy']"
./data/posts/diipakhosla_1908495_3005502885039485001_30882_98\2022-12-31_16-24-45_UTC_8.jpg,diipakhosla,1908495,3005502885039485001,30882,98,"['Face', 'Watch', 'Smile', 'Skin', 'Head', 'Hairstyle', 'Happy', 'Dress', 'Fashion design', 'Toddler']"
./data/posts/diipakhosla_1908495_3005502885039485001_30882_98\2022-12-31_16-24-45_UTC_9.jpg,diipakhosla,1908495,3005502885039485001,30882,98,"['Skin', 'Head', 'Azure', 'Baby & toddler clothing', 'Sleeve', 'Grey', 'Toddler', 'Comfort', 'Electric blue', 'Pattern']"
./data/posts/diipakhosla_1908495_3015600229831259104_1311_15\2023-01-14_14-46-22_UTC.jpg,diipakhosla,1908495,3015600229831259104,1311,15,"['Joint', 'Skin', 'Hand', 'Hairstyle', 'Arm', 'Eyelash', 'Human body', 'Neck', 'Wedding dress', 'Dress']"
./data/posts/diipakhosla_1908495_3016306766406009838_430_6\2023-01-15_14-10-08_UTC.jpg,diipakhosla,1908495,3016306766406009838,430,6,"['Hair', 'Face', 'Skin', 'Smile', 'One-piece garment', 'Neck', 'Sleeve', 'Dress', 'Eyelash', 'Waist']"
./data/posts/diipakhosla_1908495_3017624535931540790_30993_55\2023-01-17_09-48-18_UTC_1.jpg,diipakhosla,1908495,3017624535931540790,30993,55,"['Outerwear', 'Smile', 'Plant', 'People in nature', 'Tree', 'Happy', 'Yellow', 'Gesture', 'Cap', 'Grass']"
./data/posts/diipakhosla_1908495_3017624535931540790_30993_55\2023-01-17_09-48-18_UTC_10.jpg,diipakhosla,1908495,3017624535931540790,30993,55,"['Smile', 'Mortarboard', 'Tree', 'Scholar', 'Academic dress', 'Happy', 'Gesture', 'Headgear', 'Graduation', 'Hat']"
./data/posts/diipakhosla_1908495_3017624535931540790_30993_55\2023-01-17_09-48-18_UTC_2.jpg,diipakhosla,1908495,3017624535931540790,30993,55,"['Sky', 'Cloud', 'People in nature', 'Mountain', 'Shorts', 'Plant', 'Flash photography', 'Happy', 'Outdoor recreation', 'Knee']"
./data/posts/diipakhosla_1908495_3017624535931540790_30993_55\2023-01-17_09-48-18_UTC_3.jpg,diipakhosla,1908495,3017624535931540790,30993,55,"['Smile', 'Trousers', 'Facial expression', 'People in nature', 'Plant', 'Happy', 'Orange', 'Flash photography', 'Gesture', 'Red']"
./data/posts/diipakhosla_1908495_3017624535931540790_30993_55\2023-01-17_09-48-18_UTC_4.jpg,diipakhosla,1908495,3017624535931540790,30993,55,"['Dog', 'Dog breed', 'Comfort', 'Carnivore', 'Mammal', 'Companion dog', 'Fawn', 'Scent hound', 'Flooring', 'Liver']"
./data/posts/diipakhosla_1908495_3017624535931540790_30993_55\2023-01-17_09-48-18_UTC_5.jpg,diipakhosla,1908495,3017624535931540790,30993,55,"['Face', 'Smile', 'Skin', 'Sleeve', 'Happy', 'Gesture', 'Baby', 'Formal wear', 'One-piece garment', 'Bridal clothing']"
./data/posts/diipakhosla_1908495_3017624535931540790_30993_55\2023-01-17_09-48-18_UTC_6.jpg,diipakhosla,1908495,3017624535931540790,30993,55,"['Cloud', 'Water', 'Sky', 'Azure', 'Boat', 'Window', 'Laptop', 'Travel', 'Leisure', 'Comfort']"
./data/posts/diipakhosla_1908495_3017624535931540790_30993_55\2023-01-17_09-48-18_UTC_7.jpg,diipakhosla,1908495,3017624535931540790,30993,55,"['Hair', 'Joint', 'Smile', 'Comfort', 'Muscle', 'Mammal', 'Happy', 'Thigh', 'Fun', 'Leisure']"
./data/posts/diipakhosla_1908495_3017624535931540790_30993_55\2023-01-17_09-48-18_UTC_8.jpg,diipakhosla,1908495,3017624535931540790,30993,55,"['Water', 'Sky', 'Mountain', 'Cloud', 'Snow', 'People in nature', 'Happy', 'Body of water', 'Travel', 'Lake']"
./data/posts/diipakhosla_1908495_3017624535931540790_30993_55\2023-01-17_09-48-18_UTC_9.jpg,diipakhosla,1908495,3017624535931540790,30993,55,"['Smile', 'Facial expression', 'Ear', 'Happy', 'Neck', 'Gesture', 'Iris', 'Comfort', 'T-shirt', 'Fun']"
./data/posts/diipakhosla_1908495_3020640570621157369_6228_34\2023-01-21_13-40-38_UTC_1.jpg,diipakhosla,1908495,3020640570621157369,6228,34,"['Smile', 'Microphone', 'Sleeve', 'Standing', 'Gesture', 'Military person', 'Security', 'Military uniform', 'Eyewear', 'Waist']"
./data/posts/diipakhosla_1908495_3020640570621157369_6228_34\2023-01-21_13-40-38_UTC_2.jpg,diipakhosla,1908495,3020640570621157369,6228,34,"['Glasses', 'Hairstyle', 'Shoulder', 'Vision care', 'Flower', 'Standing', 'Flash photography', 'Eyewear', 'Waist', 'Flower Arranging']"
./data/posts/diipakhosla_1908495_3022739830966757643_47366_116\2023-01-24_11-11-29_UTC_1.jpg,diipakhosla,1908495,3022739830966757643,47366,116,"['Shoulder', 'Dress', 'Automotive design', 'Flash photography', 'Sleeve', 'Waist', 'Microphone', 'Automotive lighting', 'Car', 'Thigh']"
./data/posts/diipakhosla_1908495_3022739830966757643_47366_116\2023-01-24_11-11-29_UTC_2.jpg,diipakhosla,1908495,3022739830966757643,47366,116,"['Head', 'Shoulder', 'One-piece garment', 'Dress', 'Flash photography', 'Neck', 'Sleeve', 'Waist', 'Thigh', 'Day dress']"
./data/posts/diipakhosla_1908495_3022739830966757643_47366_116\2023-01-24_11-11-29_UTC_3.jpg,diipakhosla,1908495,3022739830966757643,47366,116,"['Flash photography', 'Dress', 'Entertainment', 'Fashion design', 'Performing arts', 'Gown', 'Belly dance', 'Fashion model', 'Formal wear', 'Flooring']"
./data/posts/diipakhosla_1908495_3022739830966757643_47366_116\2023-01-24_11-11-29_UTC_4.jpg,diipakhosla,1908495,3022739830966757643,47366,116,"['One-piece garment', 'Dress', 'Thigh', 'Performing arts', 'Runway', 'Entertainment', 'Waist', 'Fashion design', 'Fashion model', 'Flooring']"
./data/posts/diipakhosla_1908495_3022739830966757643_47366_116\2023-01-24_11-11-29_UTC_5.jpg,diipakhosla,1908495,3022739830966757643,47366,116,"['Car', 'Automotive lighting', 'Vehicle', 'Automotive design', 'Dress', 'Flash photography', 'Sunglasses', 'Waist', 'Automotive exterior', 'Vision care']"
./data/posts/diipakhosla_1908495_3022739830966757643_47366_116\2023-01-24_11-11-29_UTC_6.jpg,diipakhosla,1908495,3022739830966757643,47366,116,"['Nose', 'Cheek', 'Skin', 'Lip', 'Eye liner', 'Eyelash', 'Mouth', 'Lipstick', 'Organ', 'Eye shadow']"
./data/posts/diipakhosla_1908495_3023440897169723319_47674_402\2023-01-25_10-24-23_UTC_1.jpg,diipakhosla,1908495,3023440897169723319,47674,402,"['Smile', 'Shoulder', 'Window', 'Eyewear', 'Waist', 'Sleeve', 'Asphalt', 'Thigh', 'T-shirt', 'Denim']"
./data/posts/diipakhosla_1908495_3023440897169723319_47674_402\2023-01-25_10-24-23_UTC_2.jpg,diipakhosla,1908495,3023440897169723319,47674,402,"['Building', 'Window', 'Infrastructure', 'Road surface', 'Asphalt', 'Zebra crossing', 'Sidewalk', 'Public space', 'Urban design', 'Road']"
./data/posts/diipakhosla_1908495_3023440897169723319_47674_402\2023-01-25_10-24-23_UTC_3.jpg,diipakhosla,1908495,3023440897169723319,47674,402,"['Building', 'Window', 'Road surface', 'Plant', 'Urban design', 'Zebra crossing', 'Asphalt', 'Travel', 'Sidewalk', 'Waist']"
./data/posts/diipakhosla_1908495_3024270483029929897_16367_66\2023-01-26_13-52-37_UTC_1.jpg,diipakhosla,1908495,3024270483029929897,16367,66,"['Dress', 'Neck', 'Sleeve', 'Waist', 'Flash photography', 'Gown', 'Fashion design', 'One-piece garment', 'Thigh', 'Trunk']"
./data/posts/diipakhosla_1908495_3024270483029929897_16367_66\2023-01-26_13-52-37_UTC_2.jpg,diipakhosla,1908495,3024270483029929897,16367,66,"['Lip', 'Shoulder', 'One-piece garment', 'Flash photography', 'Neck', 'Sleeve', 'Waist', 'Fashion design', 'Thigh', 'Black hair']"
./data/posts/diipakhosla_1908495_3024270483029929897_16367_66\2023-01-26_13-52-37_UTC_3.jpg,diipakhosla,1908495,3024270483029929897,16367,66,"['Flash photography', 'Sleeve', 'Waist', 'Gown', 'Thigh', 'Fashion design', 'Formal wear', 'Fashion model', 'Haute couture', 'Human leg']"
./data/posts/diipakhosla_1908495_3024270483029929897_16367_66\2023-01-26_13-52-37_UTC_4.jpg,diipakhosla,1908495,3024270483029929897,16367,66,"['Dress', 'Flash photography', 'Neck', 'Waist', 'Gown', 'One-piece garment', 'Fashion design', 'Thigh', 'Embellishment', 'Black hair']"
./data/posts/diipakhosla_1908495_3024270483029929897_16367_66\2023-01-26_13-52-37_UTC_5.jpg,diipakhosla,1908495,3024270483029929897,16367,66,"['Flash photography', 'Dress', 'Entertainment', 'Performing arts', 'Gown', 'Fashion design', 'Waist', 'One-piece garment', 'Formal wear', 'Black hair']"
./data/posts/diipakhosla_1908495_3026946674028696156_3906_32\2023-01-30_06-29-44_UTC.jpg,diipakhosla,1908495,3026946674028696156,3906,32,"['Skin', 'Lip', 'Eyebrow', 'Eyelash', 'Product', 'Gesture', 'Communication Device', 'Flash photography', 'Happy', 'Mobile phone']"
./data/posts/diipakhosla_1908495_3029443327682440928_19244_93\2023-02-02_17-10-08_UTC_1.jpg,diipakhosla,1908495,3029443327682440928,19244,93,"['Road surface', 'Overcoat', 'Sidewalk', 'Road', 'City', 'Travel', 'Facade', 'Flooring', 'Bag', 'Pedestrian']"
./data/posts/diipakhosla_1908495_3029443327682440928_19244_93\2023-02-02_17-10-08_UTC_10.jpg,diipakhosla,1908495,3029443327682440928,19244,93,"['Comfort', 'Window', 'Wood', 'Shade', 'Textile', 'Interior design', 'Bed frame', 'Floor', 'Curtain', 'Building']"
./data/posts/diipakhosla_1908495_3029443327682440928_19244_93\2023-02-02_17-10-08_UTC_2.jpg,diipakhosla,1908495,3029443327682440928,19244,93,"['Smile', 'Overcoat', 'Sleeve', 'Standing', 'Eyewear', 'Fashion design', 'Automotive design', 'Event', 'Waist', 'Trench coat']"
./data/posts/diipakhosla_1908495_3029443327682440928_19244_93\2023-02-02_17-10-08_UTC_3.jpg,diipakhosla,1908495,3029443327682440928,19244,93,"['Smile', 'Furniture', 'Purple', 'Couch', 'Comfort', 'Orange', 'Luggage and bags', 'Interior design', 'Table', 'Happy']"
./data/posts/diipakhosla_1908495_3029443327682440928_19244_93\2023-02-02_17-10-08_UTC_4.jpg,diipakhosla,1908495,3029443327682440928,19244,93,"['Smile', 'Window', 'Curtain', 'Interior design', 'Waist', 'Thigh', 'Fashion design', 'Eyewear', 'Formal wear', 'Event']"
./data/posts/diipakhosla_1908495_3029443327682440928_19244_93\2023-02-02_17-10-08_UTC_5.jpg,diipakhosla,1908495,3029443327682440928,19244,93,"['Wood', 'Gesture', 'Finger', 'Nail', 'Material property', 'Font', 'Gadget', 'Rectangle', 'Peach', 'Thumb']"
./data/posts/diipakhosla_1908495_3029443327682440928_19244_93\2023-02-02_17-10-08_UTC_6.jpg,diipakhosla,1908495,3029443327682440928,19244,93,"['Smile', 'Table', 'Tableware', 'Orange', 'Drink', 'Happy', 'Leisure', 'Alcoholic beverage', 'Friendship', 'Recreation']"
./data/posts/diipakhosla_1908495_3029443327682440928_19244_93\2023-02-02_17-10-08_UTC_7.jpg,diipakhosla,1908495,3029443327682440928,19244,93,"['Smile', 'Fashion', 'Alcoholic beverage', 'Event', 'Drink', 'Publication', 'Liqueur', 'Tableware', 'Eyewear', 'Fun']"
./data/posts/diipakhosla_1908495_3029443327682440928_19244_93\2023-02-02_17-10-08_UTC_8.jpg,diipakhosla,1908495,3029443327682440928,19244,93,"['Motor vehicle', 'Automotive lighting', 'Automotive tire', 'Automotive design', 'Bicycle tire', 'Hood', 'Wood', 'Bumper', 'Automotive exterior', 'Wheel']"
./data/posts/diipakhosla_1908495_3029443327682440928_19244_93\2023-02-02_17-10-08_UTC_9.jpg,diipakhosla,1908495,3029443327682440928,19244,93,"['Table', 'Furniture', 'Property', 'Couch', 'Tableware', 'Comfort', 'Interior design', 'Textile', 'Orange', 'Wood']"
./data/posts/diipakhosla_1908495_3031370128780668100_69457_189\2023-02-05_08-58-21_UTC_1.jpg,diipakhosla,1908495,3031370128780668100,69457,189,"['Footwear', 'Shoe', 'Photograph', 'Kiss', 'Standing', 'Flower', 'Gesture', 'Happy', 'Style', 'Formal wear']"
./data/posts/diipakhosla_1908495_3031370128780668100_69457_189\2023-02-05_08-58-21_UTC_10.jpg,diipakhosla,1908495,3031370128780668100,69457,189,"['Smile', 'Window', 'Happy', 'Gesture', 'Iris', 'Fun', 'Leisure', 'People', 'Sky', 'Event']"
./data/posts/diipakhosla_1908495_3031370128780668100_69457_189\2023-02-05_08-58-21_UTC_2.jpg,diipakhosla,1908495,3031370128780668100,69457,189,"['People in nature', 'Flash photography', 'Happy', 'Gesture', 'Grass', 'Leisure', 'Sky', 'T-shirt', 'Recreation', 'Fun']"
./data/posts/diipakhosla_1908495_3031370128780668100_69457_189\2023-02-05_08-58-21_UTC_3.jpg,diipakhosla,1908495,3031370128780668100,69457,189,"['Smile', 'Picture frame', 'Flash photography', 'Clock', 'Happy', 'Event', 'Fun', 'Art', 'Room', 'T-shirt']"
./data/posts/diipakhosla_1908495_3031370128780668100_69457_189\2023-02-05_08-58-21_UTC_4.jpg,diipakhosla,1908495,3031370128780668100,69457,189,"['Glasses', 'Vision care', 'People in nature', 'Kiss', 'Sunglasses', 'Tree', 'Eyewear', 'Gesture', 'Happy', 'Goggles']"
./data/posts/diipakhosla_1908495_3031370128780668100_69457_189\2023-02-05_08-58-21_UTC_5.jpg,diipakhosla,1908495,3031370128780668100,69457,189,"['Footwear', 'Snow', 'Shoe', 'Sky', 'Outdoor recreation', 'Tree', 'Slope', 'Freezing', 'Recreation', 'Leisure']"
./data/posts/diipakhosla_1908495_3031370128780668100_69457_189\2023-02-05_08-58-21_UTC_6.jpg,diipakhosla,1908495,3031370128780668100,69457,189,"['Footwear', 'Sky', 'Smile', 'Photograph', 'Flash photography', 'Gesture', 'Travel', 'Happy', 'People in nature', 'Landscape']"
./data/posts/diipakhosla_1908495_3031370128780668100_69457_189\2023-02-05_08-58-21_UTC_7.jpg,diipakhosla,1908495,3031370128780668100,69457,189,"['Photograph', 'Smile', 'Gesture', 'Sleeve', 'Material property', 'Font', 'Tableware', 'Snapshot', 'Collage', 'Event']"
./data/posts/diipakhosla_1908495_3031370128780668100_69457_189\2023-02-05_08-58-21_UTC_8.jpg,diipakhosla,1908495,3031370128780668100,69457,189,"['Wedding dress', 'Bride', 'Bridal clothing', 'Decoration', 'Temple', 'Orange', 'Happy', 'Pink', 'Fashion design', 'Sari']"
./data/posts/diipakhosla_1908495_3031370128780668100_69457_189\2023-02-05_08-58-21_UTC_9.jpg,diipakhosla,1908495,3031370128780668100,69457,189,"['Dog', 'Dog breed', 'Tree', 'Plant', 'Sky', 'Carnivore', 'Smile', 'Companion dog', 'Fawn', 'Leisure']"
./data/posts/diipakhosla_1908495_3035284804874712519_63053_102\2023-02-10_18-36-06_UTC_1.jpg,diipakhosla,1908495,3035284804874712519,63053,102,"['Sky', 'Snow', 'Mountain', 'Slope', 'Travel', 'Outdoor recreation', 'Freezing', 'Ice cap', 'Goggles', 'Landscape']"
./data/posts/diipakhosla_1908495_3035284804874712519_63053_102\2023-02-10_18-36-06_UTC_2.jpg,diipakhosla,1908495,3035284804874712519,63053,102,"['Outerwear', 'Black', 'Sky', 'Flash photography', 'Camera', 'Gesture', 'Black-and-white', 'Style', 'Eyewear', 'Photographer']"
./data/posts/diipakhosla_1908495_3036503044363655943_6192_77\2023-02-12_10-56-32_UTC_1.jpg,diipakhosla,1908495,3036503044363655943,6192,77,"['Cloud', 'Sky', 'Outerwear', 'Water', 'Building', 'Sleeve', 'Vision care', 'Eyewear', 'Travel', 'Collar']"
